 本行信息时间(北京时间)     位置X(km,J2000)     位置Y(km,J2000)     位置Z(km,J2000)  速度VX(km/s,J2000)  速度VY(km/s,J2000)  速度VZ(km/s,J2000)    定轨或预报
2023-04-20B15:37:30.000        25899.963738        25940.466941        15601.891259         1.130728374         3.569441387         1.996325631        1
2023-04-20B15:38: 0.000        25933.812300        26047.476707        15661.736836         1.125848410         3.564546720         1.993381872        1
2023-04-20B15:38:30.000        25967.514999        26154.339965        15721.494313         1.121004130         3.559674204         1.990452277        1
2023-04-20B15:39: 0.000        26001.072901        26261.057379        15781.164113         1.116195136         3.554823672         1.987536731        1
2023-04-20B15:39:30.000        26034.487056        26367.629604        15840.746656         1.111421034         3.549994959         1.984635122        1
2023-04-20B15:40: 0.000        26067.758508        26474.057293        15900.242359         1.106681435         3.545187900         1.981747335        1
2023-04-20B15:40:30.000        26100.888284        26580.341093        15959.651633         1.101975959         3.540402333         1.978873261        1
2023-04-20B15:41: 0.000        26133.877403        26686.481646        16018.974890         1.097304227         3.535638098         1.976012789        1
2023-04-20B15:41:30.000        26166.726871        26792.479590        16078.212536         1.092665870         3.530895036         1.973165811        1
2023-04-20B15:42: 0.000        26199.437685        26898.335558        16137.364973         1.088060522         3.526172988         1.970332218        1
2023-04-20B15:42:30.000        26232.010829        27004.050178        16196.432602         1.083487824         3.521471799         1.967511904        1
2023-04-20B15:43: 0.000        26264.447277        27109.624073        16255.415819         1.078947419         3.516791315         1.964704764        1
2023-04-20B15:43:30.000        26296.747994        27215.057863        16314.315018         1.074438959         3.512131383         1.961910694        1
2023-04-20B15:44: 0.000        26328.913931        27320.352160        16373.130590         1.069962100         3.507491850         1.959129590        1
2023-04-20B15:44:30.000        26360.946032        27425.507576        16431.862922         1.065516501         3.502872568         1.956361350        1
2023-04-20B15:45: 0.000        26392.845230        27530.524716        16490.512399         1.061101828         3.498273387         1.953605874        1
2023-04-20B15:45:30.000        26424.612448        27635.404179        16549.079401         1.056717752         3.493694161         1.950863063        1
2023-04-20B15:46: 0.000        26456.248598        27740.146563        16607.564308         1.052363946         3.489134743         1.948132816        1
2023-04-20B15:46:30.000        26487.754584        27844.752460        16665.967495         1.048040091         3.484594990         1.945415036        1
2023-04-20B15:47: 0.000        26519.131300        27949.222458        16724.289334         1.043745871         3.480074758         1.942709627        1
2023-04-20B15:47:30.000        26550.379630        28053.557140        16782.530195         1.039480974         3.475573907         1.940016493        1
2023-04-20B15:48: 0.000        26581.500448        28157.757085        16840.690445         1.035245094         3.471092295         1.937335540        1
2023-04-20B15:48:30.000        26612.494622        28261.822868        16898.770449         1.031037926         3.466629785         1.934666673        1
2023-04-20B15:49: 0.000        26643.363008        28365.755061        16956.770566         1.026859174         3.462186238         1.932009800        1
2023-04-20B15:49:30.000        26674.106454        28469.554231        17014.691156         1.022708542         3.457761519         1.929364830        1
2023-04-20B15:50: 0.000        26704.725799        28573.220939        17072.532574         1.018585740         3.453355493         1.926731671        1
2023-04-20B15:50:30.000        26735.221874        28676.755746        17130.295173         1.014490483         3.448968026         1.924110234        1
2023-04-20B15:51: 0.000        26765.595501        28780.159205        17187.979304         1.010422487         3.444598986         1.921500429        1
2023-04-20B15:51:30.000        26795.847493        28883.431868        17245.585314         1.006381474         3.440248242         1.918902170        1
2023-04-20B15:52: 0.000        26825.978656        28986.574281        17303.113549         1.002367171         3.435915664         1.916315369        1
2023-04-20B15:52:30.000        26855.989788        29089.586988        17360.564350         0.998379305         3.431601124         1.913739939        1
2023-04-20B15:53: 0.000        26885.881676        29192.470528        17417.938058         0.994417610         3.427304494         1.911175796        1
2023-04-20B15:53:30.000        26915.655103        29295.225436        17475.235010         0.990481822         3.423025648         1.908622855        1
2023-04-20B15:54: 0.000        26945.310842        29397.852243        17532.455540         0.986571681         3.418764461         1.906081032        1
2023-04-20B15:54:30.000        26974.849658        29500.351479        17589.599982         0.982686931         3.414520811         1.903550246        1
2023-04-20B15:55: 0.000        27004.272309        29602.723666        17646.668665         0.978827319         3.410294573         1.901030414        1
2023-04-20B15:55:30.000        27033.579546        29704.969326        17703.661916         0.974992595         3.406085626         1.898521454        1
2023-04-20B15:56: 0.000        27062.772111        29807.088976        17760.580060         0.971182513         3.401893852         1.896023288        1
2023-04-20B15:56:30.000        27091.850741        29909.083128        17817.423420         0.967396830         3.397719129         1.893535836        1
2023-04-20B15:57: 0.000        27120.816163        30010.952293        17874.192316         0.963635306         3.393561340         1.891059018        1
2023-04-20B15:57:30.000        27149.669098        30112.696976        17930.887067         0.959897704         3.389420369         1.888592758        1
2023-04-20B15:58: 0.000        27178.410262        30214.317682        17987.507987         0.956183791         3.385296099         1.886136978        1
2023-04-20B15:58:30.000        27207.040360        30315.814908        18044.055390         0.952493337         3.381188415         1.883691602        1
2023-04-20B15:59: 0.000        27235.560094        30417.189151        18100.529586         0.948826113         3.377097204         1.881256555        1
