 本行信息时间(北京时间)      位置X(km,BCRS)      位置Y(km,BCRS)      位置Z(km,BCRS)   速度VX(km/s,BCRS)   速度VY(km/s,BCRS)   速度VZ(km/s,BCRS)    定轨或预报
2023-04-26B18:26:30.000   -123796123.310068    -80142427.739891    -34659384.331342        15.962161407       -21.821263832        -9.370521336        1
2023-04-26B18:27: 0.000   -123795644.442923    -80143082.377123    -34659665.446759        15.962314923       -21.821218285        -9.370506435        1
2023-04-26B18:27:30.000   -123795165.571172    -80143737.012988    -34659946.561728        15.962468440       -21.821172729        -9.370491529        1
2023-04-26B18:28: 0.000   -123794686.694816    -80144391.647486    -34660227.676251        15.962621958       -21.821127164        -9.370476619        1
2023-04-26B18:28:30.000   -123794207.813855    -80145046.280618    -34660508.790325        15.962775477       -21.821081590        -9.370461704        1
2023-04-26B18:29: 0.000   -123793728.928288    -80145700.912382    -34660789.903953        15.962928997       -21.821036007        -9.370446785        1
2023-04-26B18:29:30.000   -123793250.038115    -80146355.542778    -34661071.017132        15.963082517       -21.820990415        -9.370431861        1
2023-04-26B18:30: 0.000   -123792771.143337    -80147010.171807    -34661352.129864        15.963236039       -21.820944814        -9.370416933        1
2023-04-26B18:30:30.000   -123792292.243953    -80147664.799467    -34661633.242148        15.963389561       -21.820899205        -9.370402000        1
2023-04-26B18:31: 0.000   -123791813.339963    -80148319.425759    -34661914.353984        15.963543085       -21.820853586        -9.370387063        1
2023-04-26B18:31:30.000   -123791334.431368    -80148974.050682    -34662195.465372        15.963696609       -21.820807958        -9.370372121        1
2023-04-26B18:32: 0.000   -123790855.518166    -80149628.674236    -34662476.576312        15.963850135       -21.820762321        -9.370357175        1
2023-04-26B18:32:30.000   -123790376.600360    -80150283.296421    -34662757.686803        15.964003661       -21.820716675        -9.370342224        1
2023-04-26B18:33: 0.000   -123789897.677947    -80150937.917237    -34663038.796845        15.964157189       -21.820671021        -9.370327269        1
2023-04-26B18:33:30.000   -123789418.750928    -80151592.536682    -34663319.906439        15.964310717       -21.820625357        -9.370312309        1
2023-04-26B18:34: 0.000   -123788939.819304    -80152247.154758    -34663601.015583        15.964464246       -21.820579684        -9.370297345        1
2023-04-26B18:34:30.000   -123788460.883073    -80152901.771463    -34663882.124279        15.964617776       -21.820534003        -9.370282376        1
2023-04-26B18:35: 0.000   -123787981.942237    -80153556.386798    -34664163.232526        15.964771307       -21.820488312        -9.370267403        1
2023-04-26B18:35:30.000   -123787502.996795    -80154211.000762    -34664444.340323        15.964924839       -21.820442613        -9.370252425        1
2023-04-26B18:36: 0.000   -123787024.046747    -80154865.613355    -34664725.447671        15.965078372       -21.820396904        -9.370237443        1
2023-04-26B18:36:30.000   -123786545.092093    -80155520.224576    -34665006.554570        15.965231906       -21.820351187        -9.370222456        1
2023-04-26B18:37: 0.000   -123786066.132832    -80156174.834426    -34665287.661019        15.965385441       -21.820305461        -9.370207465        1
2023-04-26B18:37:30.000   -123785587.168966    -80156829.442904    -34665568.767018        15.965538977       -21.820259725        -9.370192470        1
2023-04-26B18:38: 0.000   -123785108.200494    -80157484.050009    -34665849.872567        15.965692513       -21.820213981        -9.370177470        1
2023-04-26B18:38:30.000   -123784629.227415    -80158138.655742    -34666130.977666        15.965846051       -21.820168228        -9.370162465        1
2023-04-26B18:39: 0.000   -123784150.249731    -80158793.260103    -34666412.082315        15.965999590       -21.820122466        -9.370147456        1
2023-04-26B18:39:30.000   -123783671.267440    -80159447.863090    -34666693.186513        15.966153129       -21.820076695        -9.370132442        1
2023-04-26B18:40: 0.000   -123783192.280543    -80160102.464704    -34666974.290261        15.966306670       -21.820030915        -9.370117424        1
2023-04-26B18:40:30.000   -123782713.289040    -80160757.064945    -34667255.393559        15.966460211       -21.819985126        -9.370102402        1
2023-04-26B18:41: 0.000   -123782234.292930    -80161411.663812    -34667536.496405        15.966613753       -21.819939329        -9.370087375        1
2023-04-26B18:41:30.000   -123781755.292215    -80162066.261305    -34667817.598801        15.966767297       -21.819893522        -9.370072344        1
2023-04-26B18:42: 0.000   -123781276.286893    -80162720.857423    -34668098.700746        15.966920841       -21.819847707        -9.370057308        1
2023-04-26B18:42:30.000   -123780797.276964    -80163375.452167    -34668379.802240        15.967074386       -21.819801882        -9.370042267        1
2023-04-26B18:43: 0.000   -123780318.262429    -80164030.045536    -34668660.903282        15.967227932       -21.819756049        -9.370027222        1
2023-04-26B18:43:30.000   -123779839.243288    -80164684.637530    -34668942.003873        15.967381479       -21.819710207        -9.370012173        1
2023-04-26B18:44: 0.000   -123779360.219541    -80165339.228148    -34669223.104012        15.967535027       -21.819664355        -9.369997119        1
2023-04-26B18:44:30.000   -123778881.191187    -80165993.817391    -34669504.203700        15.967688575       -21.819618495        -9.369982061        1
2023-04-26B18:45: 0.000   -123778402.158226    -80166648.405258    -34669785.302936        15.967842125       -21.819572627        -9.369966999        1
2023-04-26B18:45:30.000   -123777923.120659    -80167302.991749    -34670066.401720        15.967995676       -21.819526749        -9.369951931        1
2023-04-26B18:46: 0.000   -123777444.078486    -80167957.576863    -34670347.500052        15.968149227       -21.819480862        -9.369936860        1
2023-04-26B18:46:30.000   -123776965.031705    -80168612.160600    -34670628.597931        15.968302780       -21.819434967        -9.369921784        1
2023-04-26B18:47: 0.000   -123776485.980319    -80169266.742961    -34670909.695359        15.968456333       -21.819389062        -9.369906703        1
2023-04-26B18:47:30.000   -123776006.924325    -80169921.323944    -34671190.792334        15.968609887       -21.819343149        -9.369891619        1
2023-04-26B18:48: 0.000   -123775527.863725    -80170575.903550    -34671471.888856        15.968763443       -21.819297227        -9.369876529        1
2023-04-26B18:48:30.000   -123775048.798519    -80171230.481777    -34671752.984925        15.968916999       -21.819251296        -9.369861435        1
2023-04-26B18:49: 0.000   -123774569.728706    -80171885.058627    -34672034.080542        15.969070556       -21.819205356        -9.369846337        1
2023-04-26B18:49:30.000   -123774090.654286    -80172539.634099    -34672315.175705        15.969224114       -21.819159407        -9.369831234        1
2023-04-26B18:50: 0.000   -123773611.575259    -80173194.208192    -34672596.270416        15.969377673       -21.819113450        -9.369816127        1
2023-04-26B18:50:30.000   -123773132.491625    -80173848.780906    -34672877.364673        15.969531232       -21.819067483        -9.369801016        1
2023-04-26B18:51: 0.000   -123772653.403385    -80174503.352240    -34673158.458477        15.969684793       -21.819021508        -9.369785900        1
2023-04-26B18:51:30.000   -123772174.310538    -80175157.922196    -34673439.551827        15.969838355       -21.818975524        -9.369770779        1
2023-04-26B18:52: 0.000   -123771695.213083    -80175812.490772    -34673720.644723        15.969991917       -21.818929531        -9.369755654        1
2023-04-26B18:52:30.000   -123771216.111023    -80176467.057968    -34674001.737166        15.970145481       -21.818883529        -9.369740525        1
2023-04-26B18:53: 0.000   -123770737.004355    -80177121.623783    -34674282.829155        15.970299045       -21.818837518        -9.369725391        1
2023-04-26B18:53:30.000   -123770257.893080    -80177776.188219    -34674563.920690        15.970452610       -21.818791499        -9.369710253        1
2023-04-26B18:54: 0.000   -123769778.777198    -80178430.751273    -34674845.011770        15.970606176       -21.818745471        -9.369695111        1
2023-04-26B18:54:30.000   -123769299.656709    -80179085.312947    -34675126.102396        15.970759744       -21.818699433        -9.369679964        1
2023-04-26B18:55: 0.000   -123768820.531613    -80179739.873239    -34675407.192568        15.970913311       -21.818653388        -9.369664812        1
2023-04-26B18:55:30.000   -123768341.401911    -80180394.432150    -34675688.282285        15.971066880       -21.818607333        -9.369649656        1
2023-04-26B18:56: 0.000   -123767862.267601    -80181048.989679    -34675969.371547        15.971220450       -21.818561269        -9.369634496        1
2023-04-26B18:56:30.000   -123767383.128684    -80181703.545826    -34676250.460355        15.971374021       -21.818515197        -9.369619331        1
2023-04-26B18:57: 0.000   -123766903.985159    -80182358.100591    -34676531.548707        15.971527592       -21.818469116        -9.369604162        1
2023-04-26B18:57:30.000   -123766424.837028    -80183012.653973    -34676812.636604        15.971681165       -21.818423026        -9.369588989        1
2023-04-26B18:58: 0.000   -123765945.684289    -80183667.205972    -34677093.724046        15.971834738       -21.818376927        -9.369573811        1
2023-04-26B18:58:30.000   -123765466.526944    -80184321.756588    -34677374.811033        15.971988312       -21.818330819        -9.369558628        1
2023-04-26B18:59: 0.000   -123764987.364991    -80184976.305821    -34677655.897564        15.972141888       -21.818284703        -9.369543441        1
2023-04-26B18:59:30.000   -123764508.198430    -80185630.853671    -34677936.983639        15.972295464       -21.818238578        -9.369528250        1
2023-04-26B19:00: 0.000   -123764029.027263    -80186285.400136    -34678218.069259        15.972449041       -21.818192444        -9.369513055        1
2023-04-26B19:00:30.000   -123763549.851488    -80186939.945217    -34678499.154423        15.972602618       -21.818146301        -9.369497855        1
2023-04-26B19:01: 0.000   -123763070.671106    -80187594.488914    -34678780.239130        15.972756197       -21.818100150        -9.369482650        1
