 本行信息时间(北京时间)     位置X(km,WGS84)     位置Y(km,WGS84)     位置Z(km,WGS84)  速度VX(km/s,WGS84)  速度VY(km/s,WGS84)  速度VZ(km/s,WGS84)    定轨或预报
2023-04-25B10:14:30.000      -324141.443564      -161104.605715       191447.011154       -12.296896034        22.466399858         0.542197491        1
2023-04-25B10:15: 0.000      -324509.640188      -160430.194350       191463.272673       -12.249538342        22.494347743         0.541904567        1
2023-04-25B10:15:30.000      -324876.415176      -159754.946047       191479.525418       -12.202120366        22.522195654         0.541612548        1
2023-04-25B10:16: 0.000      -325241.766723      -159078.863809       191495.769416       -12.154642293        22.549943461         0.541321428        1
2023-04-25B10:16:30.000      -325605.693029      -158401.950639       191512.004694       -12.107104316        22.577591033         0.541031204        1
2023-04-25B10:17: 0.000      -325968.192300      -157724.209547       191528.231278       -12.059506624        22.605138242         0.540741872        1
2023-04-25B10:17:30.000      -326329.262747      -157045.643547       191544.449196       -12.011849410        22.632584959         0.540453427        1
2023-04-25B10:18: 0.000      -326688.902588      -156366.255654       191560.658473       -11.964132865        22.659931055         0.540165864        1
2023-04-25B10:18:30.000      -327047.110044      -155686.048889       191576.859137       -11.916357182        22.687176400         0.539879181        1
2023-04-25B10:19: 0.000      -327403.883346      -155005.026277       191593.051214       -11.868522553        22.714320869         0.539593372        1
2023-04-25B10:19:30.000      -327759.220727      -154323.190845       191609.234729       -11.820629171        22.741364332         0.539308433        1
2023-04-25B10:20: 0.000      -328113.120428      -153640.545626       191625.409709       -11.772677231        22.768306663         0.539024360        1
2023-04-25B10:20:30.000      -328465.580696      -152957.093657       191641.576180       -11.724666927        22.795147735         0.538741149        1
2023-04-25B10:21: 0.000      -328816.599781      -152272.837975       191657.734168       -11.676598453        22.821887421         0.538458796        1
2023-04-25B10:21:30.000      -329166.175942      -151587.781625       191673.883697       -11.628472004        22.848525597         0.538177297        1
2023-04-25B10:22: 0.000      -329514.307443      -150901.927655       191690.024795       -11.580287776        22.875062135         0.537896647        1
2023-04-25B10:22:30.000      -329860.992553      -150215.279114       191706.157486       -11.532045965        22.901496911         0.537616843        1
2023-04-25B10:23: 0.000      -330206.229547      -149527.839058       191722.281795       -11.483746768        22.927829800         0.537337881        1
2023-04-25B10:23:30.000      -330550.016707      -148839.610546       191738.397748       -11.435390380        22.954060677         0.537059757        1
2023-04-25B10:24: 0.000      -330892.352321      -148150.596639       191754.505369       -11.386977000        22.980189419         0.536782466        1
2023-04-25B10:24:30.000      -331233.234681      -147460.800404       191770.604685       -11.338506825        23.006215901         0.536506004        1
2023-04-25B10:25: 0.000      -331572.662086      -146770.224909       191786.695719       -11.289980053        23.032140001         0.536230369        1
2023-04-25B10:25:30.000      -331910.632842      -146078.873229       191802.778496       -11.241396884        23.057961596         0.535955555        1
2023-04-25B10:26: 0.000      -332247.145260      -145386.748440       191818.853041       -11.192757515        23.083680563         0.535681559        1
2023-04-25B10:26:30.000      -332582.197656      -144693.853624       191834.919379       -11.144062146        23.109296780         0.535408377        1
2023-04-25B10:27: 0.000      -332915.788354      -144000.191863       191850.977533       -11.095310978        23.134810126         0.535136006        1
2023-04-25B10:27:30.000      -333247.915683      -143305.766247       191867.027528       -11.046504210        23.160220478         0.534864440        1
2023-04-25B10:28: 0.000      -333578.577977      -142610.579867       191883.069388       -10.997642043        23.185527717         0.534593677        1
2023-04-25B10:28:30.000      -333907.773579      -141914.635818       191899.103138       -10.948724678        23.210731722         0.534323713        1
2023-04-25B10:29: 0.000      -334235.500833      -141217.937199       191915.128800       -10.899752317        23.235832373         0.534054543        1
2023-04-25B10:29:30.000      -334561.758095      -140520.487112       191931.146399       -10.850725162        23.260829550         0.533786165        1
2023-04-25B10:30: 0.000      -334886.543723      -139822.288664       191947.155959       -10.801643415        23.285723133         0.533518574        1
2023-04-25B10:30:30.000      -335209.856083      -139123.344963       191963.157503       -10.752507278        23.310513004         0.533251767        1
2023-04-25B10:31: 0.000      -335531.693545      -138423.659124       191979.151054       -10.703316955        23.335199045         0.532985740        1
2023-04-25B10:31:30.000      -335852.054487      -137723.234263       191995.136636       -10.654072649        23.359781138         0.532720489        1
2023-04-25B10:32: 0.000      -336170.937294      -137022.073499       192011.114272       -10.604774564        23.384259164         0.532456010        1
2023-04-25B10:32:30.000      -336488.340354      -136320.179957       192027.083985       -10.555422905        23.408633007         0.532192301        1
2023-04-25B10:33: 0.000      -336804.262063      -135617.556765       192043.045799       -10.506017876        23.432902549         0.531929357        1
2023-04-25B10:33:30.000      -337118.700824      -134914.207052       192058.999735       -10.456559683        23.457067675         0.531667175        1
2023-04-25B10:34: 0.000      -337431.655044      -134210.133953       192074.945818       -10.407048530        23.481128268         0.531405750        1
2023-04-25B10:34:30.000      -337743.123138      -133505.340606       192090.884069       -10.357484623        23.505084213         0.531145081        1
2023-04-25B10:35: 0.000      -338053.103526      -132799.830151       192106.814511       -10.307868169        23.528935394         0.530885163        1
2023-04-25B10:35:30.000      -338361.594635      -132093.605735       192122.737167       -10.258199375        23.552681697         0.530625992        1
2023-04-25B10:36: 0.000      -338668.594898      -131386.670503       192138.652059       -10.208478447        23.576323007         0.530367565        1
2023-04-25B10:36:30.000      -338974.102754      -130679.027609       192154.559210       -10.158705593        23.599859211         0.530109878        1
2023-04-25B10:37: 0.000      -339278.116649      -129970.680207       192170.458640       -10.108881020        23.623290195         0.529852929        1
2023-04-25B10:37:30.000      -339580.635033      -129261.631455       192186.350374       -10.059004937        23.646615845         0.529596714        1
2023-04-25B10:38: 0.000      -339881.656365      -128551.884516       192202.234432       -10.009077552        23.669836049         0.529341228        1
2023-04-25B10:38:30.000      -340181.179108      -127841.442553       192218.110836        -9.959099074        23.692950695         0.529086470        1
2023-04-25B10:39: 0.000      -340479.201734      -127130.308735       192233.979608        -9.909069712        23.715959671         0.528832435        1
2023-04-25B10:39:30.000      -340775.722718      -126418.486235       192249.840770        -9.858989676        23.738862866         0.528579119        1
2023-04-25B10:40: 0.000      -341070.740544      -125705.978228       192265.694344        -9.808859175        23.761660167         0.528326521        1
2023-04-25B10:40:30.000      -341364.253701      -124992.787891       192281.540350        -9.758678420        23.784351466         0.528074636        1
2023-04-25B10:41: 0.000      -341656.260685      -124278.918406       192297.378810        -9.708447622        23.806936651         0.527823461        1
2023-04-25B10:41:30.000      -341946.759996      -123564.372960       192313.209746        -9.658166991        23.829415613         0.527572993        1
2023-04-25B10:42: 0.000      -342235.750144      -122849.154739       192329.033178        -9.607836740        23.851788243         0.527323228        1
2023-04-25B10:42:30.000      -342523.229643      -122133.266935       192344.849127        -9.557457079        23.874054431         0.527074163        1
2023-04-25B10:43: 0.000      -342809.197014      -121416.712744       192360.657616        -9.507028220        23.896214069         0.526825795        1
2023-04-25B10:43:30.000      -343093.650784      -120699.495364       192376.458663        -9.456550377        23.918267049         0.526578121        1
2023-04-25B10:44: 0.000      -343376.589487      -119981.617996       192392.252291        -9.406023761        23.940213263         0.526331138        1
2023-04-25B10:44:30.000      -343658.011662      -119263.083843       192408.038520        -9.355448586        23.962052605         0.526084841        1
2023-04-25B10:45: 0.000      -343937.915857      -118543.896116       192423.817370        -9.304825066        23.983784967         0.525839229        1
2023-04-25B10:45:30.000      -344216.300624      -117824.058023       192439.588861        -9.254153413        24.005410243         0.525594298        1
2023-04-25B10:46: 0.000      -344493.164523      -117103.572780       192455.353015        -9.203433843        24.026928327         0.525350045        1
2023-04-25B10:46:30.000      -344768.506118      -116382.443604       192471.109852        -9.152666569        24.048339114         0.525106467        1
2023-04-25B10:47: 0.000      -345042.323982      -115660.673714       192486.859391        -9.101851807        24.069642498         0.524863560        1
2023-04-25B10:47:30.000      -345314.616695      -114938.266336       192502.601653        -9.050989771        24.090838375         0.524621321        1
2023-04-25B10:48: 0.000      -345585.382839      -114215.224696       192518.336658        -9.000080677        24.111926641         0.524379748        1
2023-04-25B10:48:30.000      -345854.621009      -113491.552022       192534.064426        -8.949124741        24.132907191         0.524138838        1
2023-04-25B10:49: 0.000      -346122.329800      -112767.251550       192549.784977        -8.898122178        24.153779923         0.523898587        1
2023-04-25B10:49:30.000      -346388.507818      -112042.326514       192565.498329        -8.847073205        24.174544734         0.523658992        1
2023-04-25B10:50: 0.000      -346653.153673      -111316.780154       192581.204504        -8.795978040        24.195201521         0.523420051        1
2023-04-25B10:50:30.000      -346916.265984      -110590.615712       192596.903520        -8.744836898        24.215750182         0.523181760        1
2023-04-25B10:51: 0.000      -347177.843374      -109863.836434       192612.595397        -8.693649997        24.236190616         0.522944116        1
2023-04-25B10:51:30.000      -347437.884473      -109136.445567       192628.280155        -8.642417556        24.256522721         0.522707117        1
2023-04-25B10:52: 0.000      -347696.387919      -108408.446363       192643.957812        -8.591139791        24.276746397         0.522470760        1
2023-04-25B10:52:30.000      -347953.352355      -107679.842077       192659.628388        -8.539816921        24.296861543         0.522235041        1
2023-04-25B10:53: 0.000      -348208.776431      -106950.635966       192675.291902        -8.488449165        24.316868060         0.521999957        1
2023-04-25B10:53:30.000      -348462.658804      -106220.831290       192690.948373        -8.437036742        24.336765848         0.521765507        1
2023-04-25B10:54: 0.000      -348714.998137      -105490.431312       192706.597820        -8.385579871        24.356554808         0.521531686        1
2023-04-25B10:54:30.000      -348965.793101      -104759.439300       192722.240262        -8.334078772        24.376234842         0.521298493        1
2023-04-25B10:55: 0.000      -349215.042371      -104027.858521       192737.875717        -8.282533664        24.395805852         0.521065924        1
2023-04-25B10:55:30.000      -349462.744631      -103295.692249       192753.504205        -8.230944767        24.415267739         0.520833976        1
2023-04-25B10:56: 0.000      -349708.898570      -102562.943759       192769.125743        -8.179312302        24.434620408         0.520602647        1
2023-04-25B10:56:30.000      -349953.502884      -101829.616328       192784.740351        -8.127636490        24.453863761         0.520371934        1
2023-04-25B10:57: 0.000      -350196.556277      -101095.713237       192800.348047        -8.075917551        24.472997701         0.520141833        1
2023-04-25B10:57:30.000      -350438.057458      -100361.237771       192815.948849        -8.024155708        24.492022133         0.519912344        1
2023-04-25B10:58: 0.000      -350678.005143       -99626.193215       192831.542775        -7.972351181        24.510936962         0.519683461        1
2023-04-25B10:58:30.000      -350916.398055       -98890.582860       192847.129844        -7.920504193        24.529742093         0.519455184        1
2023-04-25B10:59: 0.000      -351153.234923       -98154.409998       192862.710073        -7.868614965        24.548437431         0.519227508        1
2023-04-25B10:59:30.000      -351388.514484       -97417.677924       192878.283481        -7.816683721        24.567022882         0.519000432        1
2023-04-25B11:00: 0.000      -351622.235480       -96680.389935       192893.850086        -7.764710683        24.585498352         0.518773953        1
2023-04-25B11:00:30.000      -351854.396662       -95942.549334       192909.409906        -7.712696074        24.603863749         0.518548068        1
2023-04-25B11:01: 0.000      -352084.996784       -95204.159423       192924.962958        -7.660640117        24.622118980         0.518322774        1
2023-04-25B11:01:30.000      -352314.034611       -94465.223509       192940.509260        -7.608543036        24.640263952         0.518098069        1
2023-04-25B11:02: 0.000      -352541.508911       -93725.744900       192956.048829        -7.556405056        24.658298573         0.517873950        1
2023-04-25B11:02:30.000      -352767.418461       -92985.726910       192971.581684        -7.504226400        24.676222753         0.517650414        1
2023-04-25B11:03: 0.000      -352991.762045       -92245.172851       192987.107841        -7.452007292        24.694036401         0.517427460        1
2023-04-25B11:03:30.000      -353214.538451       -91504.086043       193002.627319        -7.399747957        24.711739425         0.517205083        1
2023-04-25B11:04: 0.000      -353435.746478       -90762.469805       193018.140133        -7.347448621        24.729331737         0.516983283        1
2023-04-25B11:04:30.000      -353655.384927       -90020.327458       193033.646303        -7.295109509        24.746813246         0.516762056        1
2023-04-25B11:05: 0.000      -353873.452609       -89277.662330       193049.145844        -7.242730846        24.764183863         0.516541399        1
2023-04-25B11:05:30.000      -354089.948341       -88534.477748       193064.638774        -7.190312858        24.781443500         0.516321311        1
2023-04-25B11:06: 0.000      -354304.870947       -87790.777043       193080.125110        -7.137855771        24.798592070         0.516101788        1
2023-04-25B11:06:30.000      -354518.219256       -87046.563548       193095.604868        -7.085359812        24.815629483         0.515882829        1
2023-04-25B11:07: 0.000      -354729.992107       -86301.840598       193111.078066        -7.032825207        24.832555653         0.515664430        1
2023-04-25B11:07:30.000      -354940.188343       -85556.611534       193126.544721        -6.980252182        24.849370493         0.515446589        1
2023-04-25B11:08: 0.000      -355148.806815       -84810.879695       193142.004849        -6.927640966        24.866073917         0.515229305        1
2023-04-25B11:08:30.000      -355355.846381       -84064.648426       193157.458466        -6.874991786        24.882665839         0.515012573        1
2023-04-25B11:09: 0.000      -355561.305904       -83317.921073       193172.905590        -6.822304869        24.899146174         0.514796392        1
2023-04-25B11:09:30.000      -355765.184258       -82570.700985       193188.346237        -6.769580442        24.915514836         0.514580760        1
2023-04-25B11:10: 0.000      -355967.480319       -81822.991513       193203.780423        -6.716818735        24.931771742         0.514365674        1
2023-04-25B11:10:30.000      -356168.192973       -81074.796012       193219.208164        -6.664019976        24.947916806         0.514151131        1
2023-04-25B11:11: 0.000      -356367.321111       -80326.117837       193234.629477        -6.611184393        24.963949947         0.513937130        1
2023-04-25B11:11:30.000      -356564.863632       -79576.960348       193250.044379        -6.558312216        24.979871080         0.513723668        1
2023-04-25B11:12: 0.000      -356760.819443       -78827.326906       193265.452884        -6.505403673        24.995680124         0.513510742        1
2023-04-25B11:12:30.000      -356955.187454       -78077.220875       193280.855010        -6.452458994        25.011376996         0.513298350        1
2023-04-25B11:13: 0.000      -357147.966587       -77326.645622       193296.250772        -6.399478408        25.026961614         0.513086491        1
2023-04-25B11:13:30.000      -357339.155766       -76575.604515       193311.640186        -6.346462146        25.042433897         0.512875161        1
2023-04-25B11:14: 0.000      -357528.753925       -75824.100926       193327.023269        -6.293410438        25.057793764         0.512664358        1
2023-04-25B11:14:30.000      -357716.760005       -75072.138227       193342.400035        -6.240323514        25.073041136         0.512454081        1
2023-04-25B11:15: 0.000      -357903.172951       -74319.719797       193357.770500        -6.187201604        25.088175933         0.512244326        1
2023-04-25B11:15:30.000      -358087.991719       -73566.849012       193373.134681        -6.134044940        25.103198075         0.512035091        1
2023-04-25B11:16: 0.000      -358271.215268       -72813.529253       193388.492593        -6.080853752        25.118107483         0.511826375        1
2023-04-25B11:16:30.000      -358452.842568       -72059.763905       193403.844250        -6.027628273        25.132904079         0.511618175        1
2023-04-25B11:17: 0.000      -358632.872591       -71305.556351       193419.189670        -5.974368733        25.147587785         0.511410489        1
2023-04-25B11:17:30.000      -358811.304321       -70550.909981       193434.528866        -5.921075364        25.162158524         0.511203314        1
2023-04-25B11:18: 0.000      -358988.136745       -69795.828184       193449.861855        -5.867748399        25.176616219         0.510996649        1
2023-04-25B11:18:30.000      -359163.368859       -69040.314353       193465.188652        -5.814388069        25.190960793         0.510790491        1
2023-04-25B11:19: 0.000      -359336.999666       -68284.371883       193480.509271        -5.760994607        25.205192171         0.510584838        1
2023-04-25B11:19:30.000      -359509.028176       -67528.004170       193495.823729        -5.707568247        25.219310276         0.510379687        1
2023-04-25B11:20: 0.000      -359679.453404       -66771.214614       193511.132039        -5.654109220        25.233315034         0.510175038        1
2023-04-25B11:20:30.000      -359848.274375       -66014.006617       193526.434218        -5.600617760        25.247206371         0.509970887        1
2023-04-25B11:21: 0.000      -360015.490118       -65256.383581       193541.730279        -5.547094100        25.260984211         0.509767232        1
2023-04-25B11:21:30.000      -360181.099672       -64498.348914       193557.020238        -5.493538475        25.274648483         0.509564072        1
2023-04-25B11:22: 0.000      -360345.102081       -63739.906024       193572.304110        -5.439951117        25.288199112         0.509361404        1
2023-04-25B11:22:30.000      -360507.496396       -62981.058320       193587.581909        -5.386332261        25.301636025         0.509159226        1
2023-04-25B11:23: 0.000      -360668.281676       -62221.809215       193602.853650        -5.332682141        25.314959152         0.508957536        1
2023-04-25B11:23:30.000      -360827.456987       -61462.162124       193618.119348        -5.279000991        25.328168419         0.508756333        1
2023-04-25B11:24: 0.000      -360985.021401       -60702.120464       193633.379016        -5.225289047        25.341263756         0.508555613        1
2023-04-25B11:24:30.000      -361140.973998       -59941.687653       193648.632671        -5.171546543        25.354245093         0.508355375        1
2023-04-25B11:25: 0.000      -361295.313865       -59180.867114       193663.880325        -5.117773714        25.367112358         0.508155616        1
2023-04-25B11:25:30.000      -361448.040095       -58419.662269       193679.121994        -5.063970796        25.379865482         0.507956336        1
2023-04-25B11:26: 0.000      -361599.151789       -57658.076542       193694.357692        -5.010138024        25.392504396         0.507757531        1
2023-04-25B11:26:30.000      -361748.648055       -56896.113363       193709.587432        -4.956275634        25.405029031         0.507559201        1
2023-04-25B11:27: 0.000      -361896.528009       -56133.776159       193724.811230        -4.902383861        25.417439319         0.507361341        1
2023-04-25B11:27:30.000      -362042.790772       -55371.068363       193740.029099        -4.848462943        25.429735192         0.507163952        1
2023-04-25B11:28: 0.000      -362187.435473       -54607.993408       193755.241054        -4.794513114        25.441916582         0.506967031        1
2023-04-25B11:28:30.000      -362330.461249       -53844.554729       193770.447108        -4.740534613        25.453983423         0.506770575        1
2023-04-25B11:29: 0.000      -362471.867244       -53080.755764       193785.647275        -4.686527674        25.465935649         0.506574584        1
2023-04-25B11:29:30.000      -362611.652606       -52316.599953       193800.841569        -4.632492537        25.477773193         0.506379054        1
2023-04-25B11:30: 0.000      -362749.816495       -51552.090736       193816.030004        -4.578429437        25.489495990         0.506183985        1
2023-04-25B11:30:30.000      -362886.358074       -50787.231557       193831.212594        -4.524338611        25.501103975         0.505989373        1
2023-04-25B11:31: 0.000      -363021.276516       -50022.025862       193846.389353        -4.470220299        25.512597085         0.505795218        1
2023-04-25B11:31:30.000      -363154.571000       -49256.477098       193861.560294        -4.416074736        25.523975254         0.505601517        1
2023-04-25B11:32: 0.000      -363286.240711       -48490.588713       193876.725430        -4.361902161        25.535238419         0.505408269        1
2023-04-25B11:32:30.000      -363416.284842       -47724.364159       193891.884776        -4.307702813        25.546386518         0.505215471        1
2023-04-25B11:33: 0.000      -363544.702595       -46957.806889       193907.038345        -4.253476929        25.557419488         0.505023122        1
2023-04-25B11:33:30.000      -363671.493177       -46190.920358       193922.186149        -4.199224747        25.568337268         0.504831220        1
2023-04-25B11:34: 0.000      -363796.655802       -45423.708022       193937.328204        -4.144946508        25.579139794         0.504639763        1
2023-04-25B11:34:30.000      -363920.189692       -44656.173339       193952.464521        -4.090642448        25.589827008         0.504448749        1
2023-04-25B11:35: 0.000      -364042.094076       -43888.319771       193967.595115        -4.036312808        25.600398848         0.504258176        1
2023-04-25B11:35:30.000      -364162.368191       -43120.150779       193982.719998        -3.981957827        25.610855254         0.504068043        1
2023-04-25B11:36: 0.000      -364281.011279       -42351.669827       193997.839184        -3.927577744        25.621196166         0.503878347        1
2023-04-25B11:36:30.000      -364398.022591       -41582.880381       194012.952685        -3.873172798        25.631421526         0.503689088        1
2023-04-25B11:37: 0.000      -364513.401386       -40813.785908       194028.060515        -3.818743229        25.641531276         0.503500263        1
2023-04-25B11:37:30.000      -364627.146927       -40044.389878       194043.162687        -3.764289277        25.651525356         0.503311869        1
2023-04-25B11:38: 0.000      -364739.258487       -39274.695761       194058.259213        -3.709811183        25.661403711         0.503123907        1
2023-04-25B11:38:30.000      -364849.735345       -38504.707029       194073.350107        -3.655309186        25.671166281         0.502936373        1
2023-04-25B11:39: 0.000      -364958.576788       -37734.427159       194088.435382        -3.600783527        25.680813012         0.502749267        1
2023-04-25B11:39:30.000      -365065.782110       -36963.859624       194103.515050        -3.546234447        25.690343847         0.502562585        1
2023-04-25B11:40: 0.000      -365171.350611       -36193.007904       194118.589123        -3.491662186        25.699758731         0.502376328        1
2023-04-25B11:40:30.000      -365275.281600       -35421.875477       194133.657615        -3.437066985        25.709057608         0.502190492        1
2023-04-25B11:41: 0.000      -365377.574392       -34650.465825       194148.720539        -3.382449085        25.718240424         0.502005076        1
2023-04-25B11:41:30.000      -365478.228309       -33878.782430       194163.777906        -3.327808728        25.727307124         0.501820079        1
2023-04-25B11:42: 0.000      -365577.242683       -33106.828776       194178.829729        -3.273146155        25.736257657         0.501635498        1
2023-04-25B11:42:30.000      -365674.616849       -32334.608349       194193.876022        -3.218461608        25.745091967         0.501451333        1
2023-04-25B11:43: 0.000      -365770.350152       -31562.124637       194208.916795        -3.163755328        25.753810003         0.501267581        1
2023-04-25B11:43:30.000      -365864.441945       -30789.381129       194223.952062        -3.109027557        25.762411713         0.501084240        1
2023-04-25B11:44: 0.000      -365956.891585       -30016.381315       194238.981836        -3.054278537        25.770897046         0.500901310        1
2023-04-25B11:44:30.000      -366047.698439       -29243.128688       194254.006127        -2.999508511        25.779265949         0.500718788        1
2023-04-25B11:45: 0.000      -366136.861880       -28469.626740       194269.024949        -2.944717721        25.787518373         0.500536673        1
2023-04-25B11:45:30.000      -366224.381289       -27695.878968       194284.038313        -2.889906410        25.795654267         0.500354963        1
2023-04-25B11:46: 0.000      -366310.256055       -26921.888867       194299.046232        -2.835074819        25.803673583         0.500173656        1
2023-04-25B11:46:30.000      -366394.485572       -26147.659936       194314.048718        -2.780223193        25.811576270         0.499992752        1
2023-04-25B11:47: 0.000      -366477.069243       -25373.195675       194329.045783        -2.725351773        25.819362282         0.499812247        1
2023-04-25B11:47:30.000      -366558.006477       -24598.499584       194344.037439        -2.670460804        25.827031568         0.499632141        1
2023-04-25B11:48: 0.000      -366637.296693       -23823.575166       194359.023698        -2.615550528        25.834584082         0.499452433        1
2023-04-25B11:48:30.000      -366714.939314       -23048.425924       194374.004571        -2.560621189        25.842019778         0.499273120        1
2023-04-25B11:49: 0.000      -366790.933772       -22273.055365       194388.980071        -2.505673030        25.849338608         0.499094200        1
2023-04-25B11:49:30.000      -366865.279506       -21497.466994       194403.950209        -2.450706295        25.856540526         0.498915674        1
2023-04-25B11:50: 0.000      -366937.975963       -20721.664320       194418.914997        -2.395721229        25.863625487         0.498737537        1
2023-04-25B11:50:30.000      -367009.022597       -19945.650852       194433.874447        -2.340718074        25.870593446         0.498559791        1
2023-04-25B11:51: 0.000      -367078.418867       -19169.430101       194448.828570        -2.285697076        25.877444358         0.498382431        1
2023-04-25B11:51:30.000      -367146.164243       -18393.005579       194463.777379        -2.230658478        25.884178180         0.498205458        1
2023-04-25B11:52: 0.000      -367212.258201       -17616.380799       194478.720883        -2.175602524        25.890794868         0.498028870        1
2023-04-25B11:52:30.000      -367276.700223       -16839.559276       194493.659097        -2.120529461        25.897294379         0.497852665        1
2023-04-25B11:53: 0.000      -367339.489799       -16062.544526       194508.592029        -2.065439531        25.903676671         0.497676841        1
2023-04-25B11:53:30.000      -367400.626429       -15285.340065       194523.519693        -2.010332980        25.909941701         0.497501398        1
2023-04-25B11:54: 0.000      -367460.109615       -14507.949414       194538.442099        -1.955210053        25.916089428         0.497326333        1
2023-04-25B11:54:30.000      -367517.938871       -13730.376091       194553.359258        -1.900070995        25.922119811         0.497151645        1
2023-04-25B11:55: 0.000      -367574.113717       -12952.623616       194568.271183        -1.844916051        25.928032811         0.496977333        1
2023-04-25B11:55:30.000      -367628.633680       -12174.695514       194583.177884        -1.789745467        25.933828386         0.496803395        1
2023-04-25B11:56: 0.000      -367681.498294       -11396.595305       194598.079372        -1.734559488        25.939506497         0.496629830        1
2023-04-25B11:56:30.000      -367732.707101       -10618.326516       194612.975660        -1.679358359        25.945067107         0.496456636        1
2023-04-25B11:57: 0.000      -367782.259649        -9839.892672       194627.866756        -1.624142326        25.950510175         0.496283811        1
2023-04-25B11:57:30.000      -367830.155497        -9061.297299       194642.752674        -1.568911636        25.955835665         0.496111355        1
2023-04-25B11:58: 0.000      -367876.394208        -8282.543925       194657.633423        -1.513666534        25.961043539         0.495939266        1
2023-04-25B11:58:30.000      -367920.975352        -7503.636080       194672.509015        -1.458407266        25.966133760         0.495767543        1
2023-04-25B11:59: 0.000      -367963.898510        -6724.577294       194687.379461        -1.403134078        25.971106292         0.495596184        1
2023-04-25B11:59:30.000      -368005.163266        -5945.371098       194702.244772        -1.347847217        25.975961099         0.495425187        1
2023-04-25B12:00: 0.000      -368044.769214        -5166.021023       194717.104958        -1.292546929        25.980698145         0.495254551        1
2023-04-25B12:00:30.000      -368082.715956        -4386.530604       194731.960031        -1.237233461        25.985317397         0.495084276        1
2023-04-25B12:01: 0.000      -368119.003100        -3606.903375       194746.810000        -1.181907059        25.989818819         0.494914358        1
2023-04-25B12:01:30.000      -368153.630260        -2827.142871       194761.654878        -1.126567970        25.994202378         0.494744798        1
2023-04-25B12:02: 0.000      -368186.597061        -2047.252629       194776.494674        -1.071216442        25.998468040         0.494575594        1
2023-04-25B12:02:30.000      -368217.903133        -1267.236186       194791.329399        -1.015852720        26.002615774         0.494406744        1
2023-04-25B12:03: 0.000      -368247.548114         -487.097080       194806.159064        -0.960477053        26.006645546         0.494238247        1
2023-04-25B12:03:30.000      -368275.531648          293.161150       194820.983679        -0.905089687        26.010557325         0.494070101        1
2023-04-25B12:04: 0.000      -368301.853390         1073.534962       194835.803256        -0.849690869        26.014351079         0.493902306        1
2023-04-25B12:04:30.000      -368326.512999         1854.020817       194850.617803        -0.794280848        26.018026779         0.493734860        1
2023-04-25B12:05: 0.000      -368349.510142         2634.615171       194865.427333        -0.738859870        26.021584394         0.493567761        1
2023-04-25B12:05:30.000      -368370.844495         3415.314482       194880.231854        -0.683428184        26.025023894         0.493401008        1
2023-04-25B12:06: 0.000      -368390.515740         4196.115206       194895.031379        -0.627986037        26.028345250         0.493234601        1
2023-04-25B12:06:30.000      -368408.523567         4977.013798       194909.825916        -0.572533676        26.031548434         0.493068537        1
2023-04-25B12:07: 0.000      -368424.867673         5758.006712       194924.615476        -0.517071351        26.034633418         0.492902815        1
2023-04-25B12:07:30.000      -368439.547764         6539.090403       194939.400070        -0.461599308        26.037600173         0.492737434        1
2023-04-25B12:08: 0.000      -368452.563550         7320.261323       194954.179708        -0.406117796        26.040448673         0.492572394        1
2023-04-25B12:08:30.000      -368463.914753         8101.515924       194968.954399        -0.350627063        26.043178891         0.492407691        1
2023-04-25B12:09: 0.000      -368473.601099         8882.850656       194983.724155        -0.295127358        26.045790802         0.492243326        1
2023-04-25B12:09:30.000      -368481.622322         9664.261971       194998.488984        -0.239618928        26.048284379         0.492079296        1
2023-04-25B12:10: 0.000      -368487.978165        10445.746318       195013.248898        -0.184102023        26.050659598         0.491915601        1
2023-04-25B12:10:30.000      -368492.668377        11227.300146       195028.003906        -0.128576891        26.052916435         0.491752240        1
2023-04-25B12:11: 0.000      -368495.692715        12008.919903       195042.754018        -0.073043781        26.055054865         0.491589210        1
2023-04-25B12:11:30.000      -368497.050943        12790.602036       195057.499244        -0.017502941        26.057074864         0.491426511        1
2023-04-25B12:12: 0.000      -368496.742833        13572.342993       195072.239594         0.038045379        26.058976411         0.491264142        1
2023-04-25B12:12:30.000      -368494.768165        14354.139219       195086.975078         0.093600932        26.060759483         0.491102101        1
2023-04-25B12:13: 0.000      -368491.126726        15135.987160       195101.705705         0.149163467        26.062424058         0.490940388        1
2023-04-25B12:13:30.000      -368485.818308        15917.883260       195116.431487         0.204732736        26.063970114         0.490779000        1
2023-04-25B12:14: 0.000      -368478.842715        16699.823964       195131.152431         0.260308489        26.065397631         0.490617937        1
2023-04-25B12:14:30.000      -368470.199756        17481.805716       195145.868548         0.315890477        26.066706588         0.490457197        1
2023-04-25B12:15: 0.000      -368459.889247        18263.824957       195160.579848         0.371478452        26.067896966         0.490296780        1
2023-04-25B12:15:30.000      -368447.911012        19045.878131       195175.286340         0.427072162        26.068968745         0.490136683        1
2023-04-25B12:16: 0.000      -368434.264883        19827.961679       195189.988034         0.482671360        26.069921907         0.489976906        1
2023-04-25B12:16:30.000      -368418.950699        20610.072042       195204.684940         0.538275795        26.070756433         0.489817449        1
2023-04-25B12:17: 0.000      -368401.968307        21392.205661       195219.377067         0.593885218        26.071472306         0.489658308        1
